mes,trafego_total,trafego_pago,trafego_organico,trials_total,trials_pagos,trials_organicos,novos_pagantes_total,novos_ads,novos_organicos,novos_afiliados,reativacoes,taxa_trafego_trial,taxa_trial_pago,eficiencia_time,usuarios_ativos,usuarios_lite,usuarios_trader,usuarios_pro,churn_usuarios,churn_mrr,upgrades_lite_trader,expansion_mrr,mrr_cohort_m0,cogs_recorrente,churn_mrr_cohort_m0,receita_bruta,receita_assinaturas,receita_b2b,receita_lite,receita_trader,receita_pro,mrr,arr,arpu,crescimento_mrr_mom,crescimento_mrr_yoy,net_new_mrr,impostos,aliquota_efetiva,taxas_pagamento,inadimplencia,chargeback,total_deducoes,receita_liquida,custo_ia_lite,custo_ia_trader,custo_ia_pro,custo_ia_total,comissao_afiliados,custo_suporte_variavel,total_cogs,margem_bruta,margem_bruta_pct,custo_infra_fixo,infra_tier_ativo,headcount_total,headcount_fundadores,headcount_dev,headcount_cs,custo_pessoal,salarios_brutos,encargos,gasto_marketing,gasto_instagram,gasto_facebook,gasto_youtube,gasto_google,cpc_blended,custo_escritorio,custo_contabilidade,despesas_viagens,despesas_conselho,despesas_freelancer,despesas_beneficios,total_opex,margem_contribuicao,margem_contribuicao_pct,ebitda,ebitda_margin,depreciacao,ebit,ebit_margin,lucro_liquido,margem_liquida,fluxo_operacional,fluxo_investimento,fluxo_financiamento,aportes_capital,capex,distribuicao_lucros,caixa,burn_rate,runway_meses,ltv,cac_blended,cac_paid,ltv_cac,payback_meses,payback_semanas,vida_media_cliente,churn_rate,retention_rate,regra_40,burn_multiple,trafego_potencial_perdido,saturacao_mercado
22,4195.735960758817,2765.4257425742576,1430.3102181845597,231.91020397853492,0.0,0.0,27.0,19.0,8.0,0.0,1.0,0.0,0.0,1.0,162.0,80.0,58.0,24.0,12.0,1147.841095890411,1.0,30.0,0.0,773.0,0.0,15463.800000000001,0.0,0.0,5592.0,5794.200000000001,4077.6000000000004,15463.800000000001,185565.6,95.45555555555556,0.0,0.0,0.0,927.828,0.06,445.70537550000006,850.5090000000001,77.319,2301.3613755,13162.4386245,200.0,261.0,312.0,773.0,0.0,0.0,773.0,12389.4386245,80.1189786760046,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5586.160000000001,1955.1560000000002,1117.2320000000002,1955.1560000000002,558.6160000000001,2.02,0.0,0.0,0.0,0.0,0.0,0.0,6446.160000000001,0.0,0.0,5943.2786245,38.43349386632005,0.041666666666666664,5943.236957833333,0.0,5943.236957833333,38.4332244198278,5943.2786245,0.0,0.0,0.0,0.0,0.0,58413.830663500004,0.0,8.091499656954548,864.158375148218,206.89481481481485,0.0,4.17680054438145,2.7052848006947245,0.0,0.0,0.0885,0.9115,49.16286789069457,0.0,0.0,0.0
23,4564.79651011081,3062.138613861386,1502.6578962494239,252.73693441643158,0.0,0.0,30.0,21.0,9.0,0.0,1.0,0.0,0.0,1.0,179.0,88.0,64.0,27.0,14.0,1336.377777777778,1.0,30.0,0.0,859.0,0.0,17132.100000000002,0.0,0.0,6151.200000000001,6393.6,4587.3,17132.100000000002,205585.2,95.7100558659218,0.0,0.0,0.0,1027.9260000000002,0.06,493.7899522500001,942.2655000000002,85.66050000000001,2549.6419522500005,14582.458047750002,220.0,288.0,351.0,859.0,0.0,0.0,859.0,13723.458047750002,80.10377039446419,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6185.52,2164.932,1237.1040000000003,2164.932,618.5520000000001,2.02,0.0,0.0,0.0,0.0,0.0,0.0,7045.52,0.0,0.0,6677.938047750002,38.97909799586741,0.041666666666666664,6677.896381083335,0.0,6677.896381083335,38.97885478769873,6677.938047750002,0.0,0.0,0.0,0.0,0.0,65091.768711250006,0.0,8.234752864342175,881.2340620143841,206.18400000000003,0.0,4.274017683304155,2.689332081723454,0.0,0.0,0.087,0.913,49.76751998787456,0.0,0.0,0.0
24,5036.518157126358,3392.495049504951,1644.0231076214077,278.96586825235755,0.0,0.0,32.0,23.0,9.0,0.0,1.0,0.0,0.0,1.0,197.0,97.0,70.0,30.0,15.0,1435.650837988827,1.0,30.0,0.0,947.5,0.0,18870.3,0.0,0.0,6780.3,6993.0,5097.0,18870.3,226443.59999999998,95.78832487309644,0.0,0.0,0.0,1132.2179999999998,0.06,543.88922175,1037.8665,94.3515,2808.3252217500003,16061.974778249998,242.5,315.0,390.0,947.5,0.0,0.0,947.5,15114.474778249998,80.0966321587362,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6852.840000000001,2398.494,1370.5680000000002,2398.494,685.2840000000001,2.02,0.0,0.0,0.0,0.0,0.0,0.0,7712.840000000001,0.0,0.0,7401.634778249997,39.223726057614336,500.0416666666667,6901.59311158333,0.0,6901.59311158333,36.573838845081056,7401.634778249997,-12000.0,0.0,0.0,-12000.0,0.0,60493.4034895,4598.365221750003,2.927996513585933,897.3476283581202,214.15125000000003,0.0,4.190251648580712,2.791218144788531,0.0,0.0,0.08549999999999999,0.9145,49.36959258886267,0.0,0.0,0.0
25,5530.835792476523,3736.6930693069307,1794.1427231695925,306.4353341782816,0.0,0.0,36.0,26.0,10.0,0.0,1.0,0.0,0.0,1.0,218.0,108.0,77.0,33.0,16.0,1532.613197969543,1.0,30.0,0.0,1045.5,0.0,20848.2,0.0,0.0,7549.200000000001,7692.3,5606.7,20848.2,250178.40000000002,95.63394495412844,0.0,0.0,0.0,1250.892,0.06,600.8972445,1146.6510000000003,104.241,3102.6812445000005,17745.5187555,270.0,346.5,429.0,1045.5,0.0,0.0,1045.5,16700.0187555,80.10292857656776,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7548.12,2641.8419999999996,1509.624,2641.8419999999996,754.812,2.02,0.0,0.0,0.0,0.0,0.0,0.0,8408.119999999999,0.0,0.0,8291.898755500002,39.772732204698734,500.0,7791.898755500002,0.0,7791.898755500002,37.37444362343033,8291.898755500002,0.0,0.0,0.0,0.0,0.0,68785.302245,0.0,7.276080723045776,911.9713169233291,209.67,0.0,4.34955557267768,2.737006506950566,0.0,0.0,0.08399999999999999,0.916,50.25428257750681,0.0,0.0,0.0
26,5517.230792097904,4128.3564356435645,1388.8743564543395,308.8883910900437,0.0,0.0,36.0,28.0,8.0,0.0,1.0,0.0,0.0,1.0,238.0,117.0,85.0,36.0,17.0,1625.7770642201835,2.0,60.0,0.0,1143.0,0.0,22786.200000000004,0.0,0.0,8178.300000000001,8491.5,6116.400000000001,22786.200000000004,273434.4,95.7403361344538,0.0,0.0,0.0,1367.1720000000003,0.06,656.7552495000001,1253.2410000000004,113.93100000000003,3391.0992495000005,19395.100750500005,292.5,382.5,468.0,1143.0,0.0,0.0,1143.0,18252.100750500005,80.10155598783474,860.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8339.28,2918.748,1667.8560000000002,2918.748,833.9280000000001,2.02,0.0,0.0,0.0,0.0,0.0,0.0,9199.28,0.0,0.0,9052.820750500005,39.729400911516635,500.0,8552.820750500005,0.0,8552.820750500005,37.53509032001827,9052.820750500005,0.0,0.0,0.0,0.0,0.0,77838.1229955,0.0,7.526205343067486,929.5696842627964,231.64666666666668,0.0,4.012877446669337,3.0205786950390556,0.0,0.0,0.08249999999999999,0.9175,49.025167452512996,0.0,0.0,0.0
27,6784.899629477917,4512.118811881189,2272.7808175967284,375.34193196894535,0.0,0.0,44.0,31.0,13.0,0.0,1.0,0.0,0.0,1.0,264.0,130.0,94.0,40.0,19.0,1819.066386554622,2.0,60.0,0.0,1268.0,0.0,25273.6,0.0,0.0,9087.0,9390.6,6796.0,25273.6,303283.19999999995,95.73333333333333,0.0,0.0,0.0,1516.416,0.06,728.448336,1390.048,126.368,3761.280336,21512.319664,325.0,423.0,520.0,1268.0,0.0,0.0,1268.0,20244.319664,80.10065706507976,860.0,1.0,1.0,0.0,0.0,0.0,8500.0,0.0,0.0,9114.480000000001,3190.068,1822.8960000000004,3190.068,911.4480000000002,2.02,0.0,0.0,0.0,0.0,0.0,0.0,18474.480000000003,0.0,0.0,1769.8396639999955,7.002720878703451,500.0,1269.8396639999955,0.0,1269.8396639999955,5.024371929602413,1769.8396639999955,0.0,0.0,0.0,0.0,0.0,79607.9626595,0.0,4.032318262928467,946.7040621025067,207.14727272727276,0.0,4.570198051069319,2.7013444219243588,0.0,0.0,0.08099999999999999,0.919,17.91897720928948,0.0,0.0,0.0
28,7085.9993041069865,5004.6732673267325,2081.326036780254,394.3373513439632,0.0,0.0,46.0,34.0,12.0,0.0,1.0,0.0,0.0,1.0,291.0,143.0,104.0,44.0,20.0,1914.6666666666667,2.0,60.0,0.0,1397.5,0.0,27860.9,0.0,0.0,9995.7,10389.6,7475.6,27860.9,334330.80000000005,95.74192439862543,0.0,0.0,0.0,1671.654,0.06,803.0207902500001,1532.3495000000003,139.30450000000002,4146.328790250001,23714.57120975,357.5,468.0,572.0,1397.5,0.0,0.0,1397.5,22317.07120975,80.10175984892807,860.0,1.0,1.0,0.0,0.0,0.0,8500.0,0.0,0.0,10109.44,3538.304,2021.8880000000001,3538.304,1010.9440000000001,2.02,0.0,0.0,0.0,0.0,0.0,0.0,19469.440000000002,0.0,0.0,2847.6312097499977,10.220887371728828,500.0,2347.6312097499977,0.0,2347.6312097499977,8.426257621792539,2847.6312097499977,0.0,0.0,0.0,0.0,0.0,82455.59386925,0.0,3.9514942712851044,964.6662434783551,219.7704347826087,0.0,4.389426832742895,2.865662609607972,0.0,0.0,0.07949999999999999,0.9205,20.45805184374707,0.0,0.0,0.0
29,7785.873161145086,5517.0099009901,2268.8632601549857,433.42973726517505,0.0,0.0,51.0,38.0,13.0,0.0,2.0,0.0,0.0,1.0,322.0,159.0,115.0,48.0,22.0,2106.322336769759,2.0,60.0,0.0,1539.0,0.0,30757.8,0.0,0.0,11114.1,11488.5,8155.200000000001,30757.8,369093.6,95.52111801242236,0.0,0.0,0.0,1845.4679999999998,0.06,886.5166905000001,1691.679,153.789,4577.452690499999,26180.3473095,397.5,517.5,624.0,1539.0,0.0,0.0,1539.0,24641.3473095,80.1141411593157,860.0,1.0,1.0,0.0,0.0,0.0,8500.0,0.0,0.0,11144.36,3900.526,2228.8720000000003,3900.526,1114.4360000000001,2.02,0.0,0.0,0.0,0.0,0.0,0.0,20504.36,0.0,0.0,4136.9873095,13.450205507220932,500.0,3636.9873095000003,0.0,3636.9873095000003,11.82460159536768,4136.9873095,0.0,0.0,0.0,0.0,0.0,86592.58117875,0.0,3.9282841263196717,981.1015810439563,218.51686274509805,0.0,4.489820916880087,2.8554619566923876,0.0,0.0,0.07799999999999999,0.922,23.847931352401805,0.0,0.0,0.0
30,8230.13827471036,6090.653465346535,2139.4848093638243,460.23214145829024,0.0,0.0,54.0,42.0,12.0,0.0,2.0,0.0,0.0,1.0,354.0,174.0,127.0,53.0,24.0,2292.506832298137,3.0,90.0,0.0,1695.5,0.0,33854.600000000006,0.0,0.0,12162.6,12687.300000000001,9004.7,33854.600000000006,406255.20000000007,95.63446327683617,0.0,0.0,0.0,2031.2760000000003,0.06,975.7742085000002,1862.0030000000006,169.27300000000002,5038.3262085000015,28816.273791500003,435.0,571.5,689.0,1695.5,0.0,0.0,1695.5,27120.773791500003,80.10956795088407,860.0,1.0,1.0,0.0,0.0,0.0,8500.0,0.0,0.0,12303.12,4306.092,2460.6240000000003,4306.092,1230.3120000000001,2.02,0.0,0.0,0.0,0.0,0.0,0.0,21663.120000000003,0.0,0.0,5457.653791500001,16.120863313995734,500.0,4957.653791500001,0.0,4957.653791500001,14.643959141446066,5457.653791500001,0.0,0.0,0.0,0.0,0.0,92050.23497024999,0.0,3.9407394345320905,1001.4686972969981,227.83555555555557,0.0,4.395576866196371,2.973874834350951,0.0,0.0,0.07649999999999998,0.9235,26.189203702450065,0.0,0.0,0.0
31,9043.730532381418,6703.881188118814,2339.849344262603,505.81757612402134,0.0,0.0,60.0,46.0,14.0,0.0,2.0,0.0,0.0,1.0,390.0,192.0,140.0,58.0,26.0,2486.4960451977404,3.0,90.0,0.0,1864.0,0.0,37261.0,0.0,0.0,13420.800000000001,13986.0,9854.2,37261.0,447132.0,95.54102564102564,0.0,0.0,0.0,2235.66,0.06,1073.9551725,2049.3550000000005,186.305,5545.275172500001,31715.7248275,480.0,630.0,754.0,1864.0,0.0,0.0,1864.0,29851.7248275,80.11520041732642,860.0,1.0,1.0,0.0,0.0,0.0,8500.0,0.0,0.0,13541.840000000004,4739.644000000001,2708.368000000001,4739.644000000001,1354.1840000000004,2.02,0.0,0.0,0.0,0.0,0.0,0.0,22901.840000000004,0.0,0.0,6949.884827499995,18.651900988969686,500.0,6449.884827499995,0.0,6449.884827499995,17.310015371299738,6949.884827499995,0.0,0.0,0.0,0.0,0.0,99000.11979774998,0.0,3.9974464745694056,1020.5717889743589,225.6973333333334,0.0,4.521860200568129,2.9486389985382844,0.0,0.0,0.075,0.925,28.713753735716047,0.0,0.0,0.0
32,9754.62384912693,7378.415841584159,2376.208007542771,546.7585191890198,0.0,0.0,65.0,51.0,14.0,0.0,2.0,0.0,0.0,1.0,429.0,212.0,153.0,64.0,28.0,2675.148717948718,3.0,90.0,0.0,2050.5,0.0,40977.1,0.0,0.0,14818.800000000001,15284.7,10873.6,40977.1,491725.19999999995,95.51771561771561,0.0,0.0,0.0,2458.6259999999997,0.06,1181.0624647500001,2253.7405000000003,204.8855,6098.31446475,34878.78553525,530.0,688.5,832.0,2050.5,0.0,0.0,2050.5,32828.28553525,80.11373556266793,860.0,1.0,1.0,0.0,0.0,0.0,8500.0,0.0,0.0,14904.400000000001,5216.54,2980.8800000000006,5216.54,1490.4400000000003,2.02,0.0,0.0,0.0,0.0,0.0,0.0,24264.4,0.0,0.0,8563.885535249996,20.899198662789694,500.0,8063.885535249996,0.0,8063.885535249996,19.679004944835032,8563.885535249996,0.0,0.0,0.0,0.0,0.0,107564.00533299998,0.0,4.087570362532253,1041.1266681017394,229.29846153846157,0.0,4.540486931819667,2.9964720483003715,0.0,0.0,0.0735,0.9265,30.872360950436292,0.0,0.0,0.0
33,10340.32584750517,8114.277227722772,2226.0486197823984,581.9305101970407,0.0,0.0,69.0,56.0,13.0,0.0,2.0,0.0,0.0,1.0,470.0,231.0,169.0,70.0,30.0,2865.5314685314684,4.0,120.0,0.0,2248.0,0.0,44923.0,0.0,0.0,16146.900000000001,16883.100000000002,11893.0,44923.0,539076.0,95.58085106382978,0.0,0.0,0.0,2695.38,0.06,1294.7931675000002,2470.7650000000003,224.615,6685.5531675,38237.4468325,577.5,760.5,910.0,2248.0,0.0,0.0,2248.0,35989.4468325,80.11363184226342,860.0,1.0,1.0,0.0,0.0,0.0,8500.0,0.0,0.0,16390.84,5736.794,3278.168,5736.794,1639.084,2.02,0.0,0.0,0.0,0.0,0.0,0.0,25750.84,0.0,0.0,10238.606832499998,22.791458345390996,500.0,9738.606832499998,0.0,9738.606832499998,21.678442740912224,10238.606832499998,0.0,0.0,0.0,0.0,0.0,117802.61216549997,0.0,4.207410455772452,1063.5179324024823,237.54840579710145,0.0,4.477057755171259,3.102235809409969,0.0,0.0,0.072,0.928,32.420983128745604,0.0,0.0,0.0
34,11537.492127121692,8895.643564356436,2641.848562765255,648.0397548709361,0.0,0.0,76.0,61.0,15.0,0.0,3.0,0.0,0.0,1.0,516.0,254.0,185.0,77.0,33.0,3154.168085106383,4.0,120.0,0.0,2468.5,0.0,49318.40000000001,0.0,0.0,17754.600000000002,18481.5,13082.300000000001,49318.40000000001,591820.8,95.57829457364343,0.0,0.0,0.0,2959.1040000000003,0.06,1421.4795840000004,2712.5120000000006,246.59200000000004,7339.687584000001,41978.71241600001,635.0,832.5,1001.0,2468.5,0.0,0.0,2468.5,39510.21241600001,80.11251868673762,7290.0,2.0,1.0,0.0,0.0,0.0,8500.0,0.0,0.0,17969.2,6289.22,3593.84,6289.22,1796.92,2.02,0.0,0.0,1.0,0.0,0.0,0.0,33760.2,0.0,0.0,5750.012416000012,11.658959771606563,500.0,5250.012416000012,0.0,5250.012416000012,10.64513937191801,5750.012416000012,0.0,0.0,0.0,0.0,0.0,123552.62458149999,0.0,3.41035214019548,1086.1018312166698,236.43684210526317,0.0,4.5936234875490785,3.0878449663031997,0.0,0.0,0.0705,0.9295,21.443257347458598,0.0,0.0,0.0
35,12554.044307561016,9766.0198019802,2788.024505580817,705.8303737938924,0.0,0.0,83.0,67.0,16.0,0.0,3.0,0.0,0.0,1.0,567.0,279.0,203.0,85.0,35.0,3345.24031007752,5.0,150.0,0.0,2716.0,0.0,54223.3,0.0,0.0,19502.100000000002,20279.7,14441.5,54223.3,650679.6000000001,95.63192239858907,0.0,0.0,0.0,3253.398,0.06,1562.8510642500003,2982.2815000000005,271.11650000000003,8069.647064250001,46153.652935750004,697.5,913.5,1105.0,2716.0,0.0,0.0,2716.0,43437.652935750004,80.10883316904356,7290.0,2.0,1.0,0.0,0.0,0.0,8500.0,0.0,0.0,19727.360000000004,6904.576000000001,3945.472000000001,6904.576000000001,1972.7360000000006,2.02,0.0,0.0,1.0,0.0,0.0,0.0,35518.36,0.0,0.0,7919.292935750003,14.60496306154366,500.0,7419.292935750003,0.0,7419.292935750003,13.682850242884523,7919.292935750003,0.0,0.0,0.0,0.0,0.0,131471.91751725,0.0,3.4385803114593783,1110.2843068207962,237.67903614457836,0.0,4.671359850792304,3.102469962944582,0.0,0.0,0.06899999999999999,0.931,24.55033841840843,0.0,0.0,0.0
36,13787.045318164228,10737.287128712873,3049.758189451355,775.2505629379143,0.0,0.0,92.0,74.0,18.0,0.0,3.0,0.0,0.0,1.0,624.0,307.0,223.0,94.0,38.0,3634.0130511463844,5.0,150.0,0.0,2993.0,0.0,59707.6,0.0,0.0,21459.300000000003,22277.7,15970.6,59707.6,716491.2,95.68525641025641,0.0,0.0,0.0,3582.4559999999997,0.06,1720.9223010000003,3283.9180000000006,298.538,8885.834301,50821.765698999996,767.5,1003.5,1222.0,2993.0,0.0,0.0,2993.0,47828.765698999996,80.10498780557248,7290.0,2.0,1.0,0.0,0.0,0.0,8500.0,0.0,0.0,21689.320000000003,7591.262000000001,4337.8640000000005,7591.262000000001,2168.9320000000002,2.02,0.0,0.0,1.0,0.0,0.0,0.0,37480.32000000001,0.0,0.0,10348.445698999989,17.331873495166427,500.0,9848.445698999989,0.0,9848.445698999989,16.494459162652642,10348.445698999989,0.0,0.0,0.0,0.0,0.0,141820.36321624997,0.0,3.5040457075488236,1135.535747839506,235.7534782608696,0.0,4.816623517991092,3.0757676533111624,0.0,0.0,0.0675,0.9325,27.44616015791103,0.0,0.0,0.0
